λ,μ,p,n,MSE
37.473684210526315,32.26315789473684,715,200,5,17.83281436484665
37.473684210526315,32.26315789473684,763,200,5,22.709692346244324
37.473684210526315,32.26315789473684,810,200,5,20.627212714959946
37.473684210526315,32.26315789473684,857,200,5,23.44000676970881
37.473684210526315,32.26315789473684,905,200,5,20.931361440997637
37.473684210526315,32.26315789473684,952,200,5,15.971893250135388
37.473684210526315,32.26315789473684,1000,200,5,17.77059458292118
42.68421052631579,32.26315789473684,100,200,5,5.29332369079778
42.68421052631579,32.26315789473684,147,200,5,9.40008212419357
42.68421052631579,32.26315789473684,194,200,5,9.700765320841153
42.68421052631579,32.26315789473684,242,200,5,11.200780509475594
42.68421052631579,32.26315789473684,289,200,5,11.998976307762291
42.68421052631579,32.26315789473684,336,200,5,16.69120661550527
42.68421052631579,32.26315789473684,384,200,5,19.861364988435085
42.68421052631579,32.26315789473684,431,200,5,15.884728298129808
42.68421052631579,32.26315789473684,478,200,5,15.536905296590858
42.68421052631579,32.26315789473684,526,200,5,31.70493526882086
42.68421052631579,32.26315789473684,573,200,5,20.881186907359048
42.68421052631579,32.26315789473684,621,200,5,25.972939389020564
42.68421052631579,32.26315789473684,668,200,5,21.129763747460586
42.68421052631579,32.26315789473684,715,200,5,18.43310031209696
42.68421052631579,32.26315789473684,763,200,5,25.193635678500016
42.68421052631579,32.26315789473684,810,200,5,24.86310507688584
42.68421052631579,32.26315789473684,857,200,5,16.830122954281087
42.68421052631579,32.26315789473684,905,200,5,23.647591992204358
42.68421052631579,32.26315789473684,952,200,5,25.24663281486749
42.68421052631579,32.26315789473684,1000,200,5,21.340663626146508
47.89473684210526,32.26315789473684,100,200,5,4.539247434859475
47.89473684210526,32.26315789473684,147,200,5,23.059683009451508
47.89473684210526,32.26315789473684,194,200,5,10.185804069877792
47.89473684210526,32.26315789473684,242,200,5,14.79503421298177
47.89473684210526,32.26315789473684,289,200,5,11.255661163934237
47.89473684210526,32.26315789473684,336,200,5,14.837620177382515
47.89473684210526,32.26315789473684,384,200,5,19.190827638096216
47.89473684210526,32.26315789473684,431,200,5,19.71204005953411
47.89473684210526,32.26315789473684,478,200,5,21.57075104368407
47.89473684210526,32.26315789473684,526,200,5,20.629464213868406
47.89473684210526,32.26315789473684,573,200,5,22.39358837972395
47.89473684210526,32.26315789473684,621,200,5,24.11113900065699
47.89473684210526,32.26315789473684,668,200,5,22.677544660725733
47.89473684210526,32.26315789473684,715,200,5,17.60703062353095
47.89473684210526,32.26315789473684,763,200,5,21.855276704087352
47.89473684210526,32.26315789473684,810,200,5,16.74754527212879
47.89473684210526,32.26315789473684,857,200,5,19.619997781509536
47.89473684210526,32.26315789473684,905,200,5,31.97930078690107
47.89473684210526,32.26315789473684,952,200,5,15.072485385521277
47.89473684210526,32.26315789473684,1000,200,5,24.11614784816119
53.10526315789473,32.26315789473684,100,200,5,3.357415798882186
53.10526315789473,32.26315789473684,147,200,5,17.39386853835232
53.10526315789473,32.26315789473684,194,200,5,10.083031299260504
53.10526315789473,32.26315789473684,242,200,5,14.223543897074855
53.10526315789473,32.26315789473684,289,200,5,12.946961717441967
53.10526315789473,32.26315789473684,336,200,5,19.44095830082627
53.10526315789473,32.26315789473684,384,200,5,17.991543012086353
53.10526315789473,32.26315789473684,431,200,5,17.94233455518738
53.10526315789473,32.26315789473684,478,200,5,18.215112003682
53.10526315789473,32.26315789473684,526,200,5,14.592751810053812
53.10526315789473,32.26315789473684,573,200,5,20.74799915865908
53.10526315789473,32.26315789473684,621,200,5,19.364863124462907
53.10526315789473,32.26315789473684,668,200,5,17.579856714846326
53.10526315789473,32.26315789473684,715,200,5,18.939299993103432
53.10526315789473,32.26315789473684,763,200,5,23.76903685921185
53.10526315789473,32.26315789473684,810,200,5,18.490281825832835
53.10526315789473,32.26315789473684,857,200,5,19.97144997747688
53.10526315789473,32.26315789473684,905,200,5,29.422846147787006
53.10526315789473,32.26315789473684,952,200,5,17.151503037178887
53.10526315789473,32.26315789473684,1000,200,5,25.20537541256897
58.315789473684205,32.26315789473684,100,200,5,2.5802253552415704
58.315789473684205,32.26315789473684,147,200,5,31.054713106402225
58.315789473684205,32.26315789473684,194,200,5,10.06377075143246
58.315789473684205,32.26315789473684,242,200,5,11.404688627392222
58.315789473684205,32.26315789473684,289,200,5,9.906614422752396
58.315789473684205,32.26315789473684,336,200,5,17.67115662927007
58.315789473684205,32.26315789473684,384,200,5,15.732969504401268
58.315789473684205,32.26315789473684,431,200,5,19.49606691341444
58.315789473684205,32.26315789473684,478,200,5,19.69977283648818
58.315789473684205,32.26315789473684,526,200,5,21.367278269321584
58.315789473684205,32.26315789473684,573,200,5,21.729378004124964
58.315789473684205,32.26315789473684,621,200,5,15.731009397431423
58.315789473684205,32.26315789473684,668,200,5,20.739547967269125
58.315789473684205,32.26315789473684,715,200,5,23.452165426845305
58.315789473684205,32.26315789473684,763,200,5,19.20108159263638
58.315789473684205,32.26315789473684,810,200,5,25.94755653267472
58.315789473684205,32.26315789473684,857,200,5,22.17782586426198
58.315789473684205,32.26315789473684,905,200,5,20.200678097854798
58.315789473684205,32.26315789473684,952,200,5,20.04426607410973
58.315789473684205,32.26315789473684,1000,200,5,19.682570498493366
63.526315789473685,32.26315789473684,100,200,5,5.7768225629162355
63.526315789473685,32.26315789473684,147,200,5,15.38243453671502
63.526315789473685,32.26315789473684,194,200,5,12.969054557128963
63.526315789473685,32.26315789473684,242,200,5,9.954316963320158
63.526315789473685,32.26315789473684,289,200,5,12.059448236977964
63.526315789473685,32.26315789473684,336,200,5,21.286350471369584
63.526315789473685,32.26315789473684,384,200,5,15.778968506300398
63.526315789473685,32.26315789473684,431,200,5,19.73580892558585
63.526315789473685,32.26315789473684,478,200,5,17.180682222743428
63.526315789473685,32.26315789473684,526,200,5,16.281798998207165
63.526315789473685,32.26315789473684,573,200,5,22.522006985710462
63.526315789473685,32.26315789473684,621,200,5,16.410317461228747
63.526315789473685,32.26315789473684,668,200,5,21.02548963269792
63.526315789473685,32.26315789473684,715,200,5,18.548072619081715
63.526315789473685,32.26315789473684,763,200,5,15.74123173061447
63.526315789473685,32.26315789473684,810,200,5,22.754647935320044
63.526315789473685,32.26315789473684,857,200,5,16.971241982203424
63.526315789473685,32.26315789473684,905,200,5,25.928749314496695
63.526315789473685,32.26315789473684,952,200,5,21.55047102956895
63.526315789473685,32.26315789473684,1000,200,5,23.915018343827803
68.73684210526315,32.26315789473684,100,200,5,3.198687537864568
68.73684210526315,32.26315789473684,147,200,5,23.36124326794151
68.73684210526315,32.26315789473684,194,200,5,8.895549918904415
68.73684210526315,32.26315789473684,242,200,5,12.202083080643286
68.73684210526315,32.26315789473684,289,200,5,14.956312033721316
68.73684210526315,32.26315789473684,336,200,5,13.829056827413313
68.73684210526315,32.26315789473684,384,200,5,18.483184565810305
68.73684210526315,32.26315789473684,431,200,5,17.13685438185854
68.73684210526315,32.26315789473684,478,200,5,20.410116175625074
68.73684210526315,32.26315789473684,526,200,5,21.246021092433946
68.73684210526315,32.26315789473684,573,200,5,22.17622677696159
68.73684210526315,32.26315789473684,621,200,5,13.89166735709523
68.73684210526315,32.26315789473684,668,200,5,15.533451871829367
68.73684210526315,32.26315789473684,715,200,5,14.178122012479985
68.73684210526315,32.26315789473684,763,200,5,22.193865880490957
68.73684210526315,32.26315789473684,810,200,5,15.77400168761127
68.73684210526315,32.26315789473684,857,200,5,14.919450296451906
68.73684210526315,32.26315789473684,905,200,5,18.306459835420352
68.73684210526315,32.26315789473684,952,200,5,15.805586597684782
68.73684210526315,32.26315789473684,1000,200,5,21.633234663826126
73.94736842105263,32.26315789473684,100,200,5,4.3054948722120345
73.94736842105263,32.26315789473684,147,200,5,33.06614608846105
73.94736842105263,32.26315789473684,194,200,5,7.995262461960001
73.94736842105263,32.26315789473684,242,200,5,13.719595341327032
73.94736842105263,32.26315789473684,289,200,5,12.385637858961546
73.94736842105263,32.26315789473684,336,200,5,18.000799415615486
73.94736842105263,32.26315789473684,384,200,5,16.533028349636258
73.94736842105263,32.26315789473684,431,200,5,20.294880546907013
73.94736842105263,32.26315789473684,478,200,5,24.823132925245776
73.94736842105263,32.26315789473684,526,200,5,29.329220511003722
73.94736842105263,32.26315789473684,573,200,5,32.609491040311575
73.94736842105263,32.26315789473684,621,200,5,23.350034172936095
73.94736842105263,32.26315789473684,668,200,5,21.817448889016596
73.94736842105263,32.26315789473684,715,200,5,22.687032449324775
73.94736842105263,32.26315789473684,763,200,5,24.304141471941524
73.94736842105263,32.26315789473684,810,200,5,26.524365485106166
73.94736842105263,32.26315789473684,857,200,5,23.874332534250225
73.94736842105263,32.26315789473684,905,200,5,28.084699556501615
73.94736842105263,32.26315789473684,952,200,5,18.54500804614081
73.94736842105263,32.26315789473684,1000,200,5,29.23608282412378
79.1578947368421,32.26315789473684,100,200,5,3.4669550055434684
79.1578947368421,32.26315789473684,147,200,5,18.145928915685214
79.1578947368421,32.26315789473684,194,200,5,6.6797753779226
79.1578947368421,32.26315789473684,242,200,5,11.087962549543393
79.1578947368421,32.26315789473684,289,200,5,12.281533259480938
79.1578947368421,32.26315789473684,336,200,5,13.370403098533675
79.1578947368421,32.26315789473684,384,200,5,25.17507014365485
79.1578947368421,32.26315789473684,431,200,5,16.74527872483146
79.1578947368421,32.26315789473684,478,200,5,18.289115815173837
79.1578947368421,32.26315789473684,526,200,5,19.873800453562133
79.1578947368421,32.26315789473684,573,200,5,17.83835756239232
79.1578947368421,32.26315789473684,621,200,5,19.265722552370836
79.1578947368421,32.26315789473684,668,200,5,18.6768777247274
79.1578947368421,32.26315789473684,715,200,5,20.69868550656455
79.1578947368421,32.26315789473684,763,200,5,24.01618046382224
79.1578947368421,32.26315789473684,810,200,5,20.942145204777443
79.1578947368421,32.26315789473684,857,200,5,23.389615961232412
79.1578947368421,32.26315789473684,905,200,5,20.442835422852607
79.1578947368421,32.26315789473684,952,200,5,20.093840972338455
79.1578947368421,32.26315789473684,1000,200,5,18.904461331383498
84.36842105263158,32.26315789473684,100,200,5,3.573415247902987
84.36842105263158,32.26315789473684,147,200,5,22.403105655484424
84.36842105263158,32.26315789473684,194,200,5,12.284414689918643
84.36842105263158,32.26315789473684,242,200,5,13.790070031061454
84.36842105263158,32.26315789473684,289,200,5,13.70902933645735
84.36842105263158,32.26315789473684,336,200,5,25.036247218515832
84.36842105263158,32.26315789473684,384,200,5,16.403382480956786
84.36842105263158,32.26315789473684,431,200,5,20.391187948505088
84.36842105263158,32.26315789473684,478,200,5,17.48041485529814
84.36842105263158,32.26315789473684,526,200,5,22.043085314078066
84.36842105263158,32.26315789473684,573,200,5,26.514350333474724
84.36842105263158,32.26315789473684,621,200,5,31.454876817794936
84.36842105263158,32.26315789473684,668,200,5,20.28402922893378
84.36842105263158,32.26315789473684,715,200,5,21.59444799500759
84.36842105263158,32.26315789473684,763,200,5,18.336784518314612
84.36842105263158,32.26315789473684,810,200,5,17.649573244735283
84.36842105263158,32.26315789473684,857,200,5,28.445745978574354
84.36842105263158,32.26315789473684,905,200,5,28.087455348730177
84.36842105263158,32.26315789473684,952,200,5,19.132321756932853
84.36842105263158,32.26315789473684,1000,200,5,16.675395354459763
89.57894736842105,32.26315789473684,100,200,5,3.1325488259406304
89.57894736842105,32.26315789473684,147,200,5,17.79601829690291
89.57894736842105,32.26315789473684,194,200,5,9.411423785676535
89.57894736842105,32.26315789473684,242,200,5,12.560678920998916
89.57894736842105,32.26315789473684,289,200,5,16.985003602855457
89.57894736842105,32.26315789473684,336,200,5,19.121958015925376
89.57894736842105,32.26315789473684,384,200,5,16.239732980296374
89.57894736842105,32.26315789473684,431,200,5,18.117157645580757
89.57894736842105,32.26315789473684,478,200,5,16.588328719634074
89.57894736842105,32.26315789473684,526,200,5,23.981164227112686
89.57894736842105,32.26315789473684,573,200,5,19.591676584515305
89.57894736842105,32.26315789473684,621,200,5,19.488937994013142
89.57894736842105,32.26315789473684,668,200,5,25.058347672981938
89.57894736842105,32.26315789473684,715,200,5,28.611553393352825
89.57894736842105,32.26315789473684,763,200,5,16.886642745011656
89.57894736842105,32.26315789473684,810,200,5,22.804597307381535
89.57894736842105,32.26315789473684,857,200,5,22.506205526843342
89.57894736842105,32.26315789473684,905,200,5,33.15789465646997
89.57894736842105,32.26315789473684,952,200,5,28.374277147042577
89.57894736842105,32.26315789473684,1000,200,5,26.000755783968962
94.78947368421052,32.26315789473684,100,200,5,3.320772437191562
94.78947368421052,32.26315789473684,147,200,5,16.14943849375896
94.78947368421052,32.26315789473684,194,200,5,10.32748575157631
94.78947368421052,32.26315789473684,242,200,5,11.274568816867061
94.78947368421052,32.26315789473684,289,200,5,14.64578040810741
94.78947368421052,32.26315789473684,336,200,5,18.19701469831584
94.78947368421052,32.26315789473684,384,200,5,20.7945907936335
94.78947368421052,32.26315789473684,431,200,5,27.6772494762734
94.78947368421052,32.26315789473684,478,200,5,15.775494222902115
94.78947368421052,32.26315789473684,526,200,5,19.552683057838852
